Unnamed: 0,Species,Main Trait,SIM,Dataset,Sentence,Result,GT Sub Traits
1305,Tinospora bakis,inflorescences,Bert,PlantNet,"Woody climber, branches glabrous, warty with lenticels.",None of the above,"['Rootlet or cluster of flowers or inflorescences', 'Fascicle of flowers or inflorescences']"
1306,Trema orientalis,petiole,Bert,PlantNet,Seeds minute with membranous testa.,None of the above,['Petiolated leaf']
1307,Acacia polyacantha ssp. campylacantha,leaf shape,Bert,PlantNet,"Growth Habit - Tree, Shrub.",None of the above,['Bipinnate leaf']
1308,Antidesma venosum,leaf margin,Bert,PlantNet,"Petioles 0.2 to 1 cm long, adaxially canaliculate, pubescent at least in the groove.",None of the above,['Smooth leaf margin']
1309,Vernonia colorata,flower shape,Bert,PlantNet,"The stemless, lanceolate leaves are hairy.",None of the above,['Flower with 6 or more petals']
1311,Dichrostachys cinerea,leaf shape,Jacc,PlantNet,"Leaf axes puberulous to minutely pilose, sometimes with red hairlets, especially near base of pinnae, glands peg-like at base of pinnae pairs.",Can infer correct Quality,['Bipinnate leaf']
1313,Salix subserrata,inflorescences,Jacc,PlantNet,"Flowers 40 or more, spirally arranged, sessile, each subtended by an ovate densely long-hairy greenish-yellow bract 1.5 to 2.5 mm.",Can infer correct Value,['Spike of flowers or inflorescences']
1314,Erythrophleum africanum,leaf base,Bert,PlantNet,"Leaves 2-pinnate with 3-4 pairs of pinnae, leaflets 8-17 per pinna, alternate, elliptic, c. 2.5-5 cm long, finely velvety below particularly when young.",Can infer correct Quality,['Rounded leaf base']
1315,Croton macrostachyus,leaf margin,Bert,PlantNet,Leaves are broadly elyptic to nearly round.,Can infer correct Entity,"['Smooth leaf margin', 'Margin of toothed leaf']"
1316,Eugenia nigerina,leaf margin,Bert,PlantNet,"Sepals 4 to 5, free.",None of the above,['Smooth leaf margin']
1317,Parinari curatellifolia,inflorescences,Jacc,PlantNet,"The sweetly scented inflorescences appear in shades of white, yellow or pink, and are covered in hairs.",Can infer correct Value,"['Cyme of flowers or inflorescences', 'Panicle of flowers or inflorescences']"
1318,Euphorbia sudanica,flower shape,Bert,PlantNet,Female flower: styles 1.5 mm.,Can infer correct Entity,['Apetal flower']
1319,Blighia sapida,flower shape,Bert,PlantNet,"Bisexual and male flowers, borne together in simple racemes 3 to 7 in long, are fragrant, 5 petalled, white and hairy.",Can infer correct Value,['Five-petalled flower']
1320,Celtis integrifolia,flower shape,Bert,PlantNet,"Clusters of staminate flowers of C. africana, with four tepals and four stamens each.",Can infer correct Entity,"['Five-petalled flower', 'Apetal flower']"
1321,Lantana camara,phyllotaxis,Jacc,PlantNet,"Simple, opposite or whorled, toothed, ovate, fragrant when crushed.",Can infer correct Value,['Opposite phyllotaxis']
1322,Acacia polyacantha ssp. campylacantha,flower shape,Bert,PlantNet,"Flowers: Bisexual, 4 mm across, white, in leaf-axils solitary or paired spikes, to 8 cm, flower-cluster-stalk to 1 cm, bracts to 6 mm, bracteoles cauducous, calyx 5-lobed, to 1.5 mm, woolly, flower to 3 mm long, lobes 5, stamens many, to 4 mm, basally fused, ovary stipitate, oblong, to 1 mm, style to 4 mm.",Can infer correct Entity,"['Five-petalled flower', 'Tubular flower']"
1323,Annona senegalensis,flower color,Jacc,PlantNet,"The pulp is white tinged yellow, edible and sweetly aromatic.",None of the above,"['White flower', 'Yellow coloured flower']"
1324,Gmelina arborea,stem shape,Jacc,PlantNet,Stem and root borer.,Can infer correct Entity,['Circular stem section']
1326,Eucalyptus tereticornis,leaf blade,Bert,PlantNet,Upper branches.,None of the above,"['lanceolate blade', 'elliptical blade']"
1327,Maerua crassifolia,blade color,Jacc,PlantNet,Leaf or leaflet margin:.,Can infer correct Entity,['Leaf blade discoloured']
1328,Maerua angolensis,plant type,Jacc,PlantNet,A tree occurring in savanna or scrub.,Can infer correct Value,"['Tree', 'Shrub']"
1329,Cordia africana,vein,Bert,PlantNet,Broad leaves strongly-nerved beneath.,Can infer correct Quality,"['Pinnate venation with secondary veins intersecting the edge of the leaf blade', 'Palmate venation with at least 5 main veins']"
1330,Aphania senegalensis,leaf apex,Bert,PlantNet,"Leaves with petiole to 60 cm, axis strong, stout, grooved,.leaflets 3-6 pairs, petiolule ca.",Can infer correct Entity,"['Leaf apex with wide corners', 'Leaf apex acuminate']"
1331,Ziziphus mauritiana,tendril,Jacc,PlantNet,Unknown plants or plants without names.,None of the above,['Plant without tendrils']
1332,Terminalia schimperiana,fruit,Jacc,PlantNet,"Fruit brown, narrowly oblong to oblong-elliptic, 5.5 to 8 cm.",Can infer correct Quality,['Winged fruit']
1333,Khaya senegalensis,leaf base,Bert,PlantNet,"Leaves are alternate, compound, stipules absent, leaflets 3-6 usually opposite pairs, oblong to narrowly oblong-elliptic, 7-12 x 3-5 cm.",Can infer correct Value,['Leaf base attenuated']
1334,Ricinus communis,plant type,Jacc,PlantNet,Ricinus communis is an herbaceous plant or semi-woody large shrub or small tree.,Can infer correct Value,"['Shrub', 'Bush']"
1335,Croton macrostachyus,leaf margin,Bert,PlantNet,"Leaves ovate, 6 to 18 cm long, 5 to 7-veined from the base, pointed at the apex cordate at the base with a pair of glands at the base beneath, sparingly stellate-pubescent above, more densely so beneath, margin shallowly crenate-serrate to subentire, petiole 3 to 12 cm long, stellate pubescent, stipules linear to filiform-setaceous,",Can infer correct Value,"['Smooth leaf margin', 'Margin of toothed leaf']"
1336,Eugenia nigerina,leaf margin,Bert,PlantNet,Flower-buds subglobose.,None of the above,['Smooth leaf margin']
1337,Parinari curatellifolia,inflorescences,Jacc,PlantNet,"Inflorescences are usually paired, terminal, many-flowered panicles of more or less lax cymes, up to 20cm long.",Can infer correct Value,"['Cyme of flowers or inflorescences', 'Panicle of flowers or inflorescences']"
1338,Euphorbia sudanica,flower shape,Bert,PlantNet,"Flowers: Short peduncled yellow/green or greenish with red stamens, 10-12 mm in diameter, bud trigonous, ornamented with 5 red glands.",Can infer correct Quality,['Apetal flower']
1339,Blighia sapida,flower shape,Bert,PlantNet,"The inflorescences are axillar hanging racemes 5-18 cm long with tiny perfumed flowers, bisexual and also male on the same plant, with white or cream corolla with 5 ovate-lanceolate petals, 0,4 cm long, villous, and 8 stamina 0,5 cm long.",Can infer correct Value,['Five-petalled flower']
1340,Celtis integrifolia,flower shape,Bert,PlantNet,"Cymes axillary, up to c. 3 cm long, with many male flowers, the upper cymes with terminal female and bisexual flowers.",Can infer correct Entity,"['Five-petalled flower', 'Apetal flower']"
1341,Acacia polyacantha ssp. campylacantha,flower shape,Bert,PlantNet,"Fruit/seeds: Pod, stipitate, 8 x 1.5 cm, hairless, grey, woody, oblong, base and tip horned, seeds 5-8.",None of the above,"['Five-petalled flower', 'Tubular flower']"
1342,Annona senegalensis,flower color,Jacc,PlantNet,"The white flowers are sweet-scented, the fruit changes from grey to black when ripening.",Can infer correct Entity,"['White flower', 'Yellow coloured flower']"
1343,Eucalyptus tereticornis,leaf blade,Bert,PlantNet,Adult leaves.,Can infer correct Entity,"['lanceolate blade', 'elliptical blade']"
1344,Maerua crassifolia,blade color,Jacc,PlantNet,"Leaves clustered on older branches, simple, blade oblanceolate to obovate, c. 10 to 40 x 7 to 22 mm, usually obtuse and mucronulate at the apex, pubescent, midrib raised beneath, petiole 1 to 5 mm long.",Can infer correct Entity,['Leaf blade discoloured']
1345,Maerua angolensis,plant type,Jacc,PlantNet,"Shrub, or tree to 30 ft. high or more, in savannah.",Can infer correct Value,"['Tree', 'Shrub']"
1346,Cordia africana,vein,Bert,PlantNet,The leaf margin is notched smooth or only slightly.,Can infer correct Entity,"['Pinnate venation with secondary veins intersecting the edge of the leaf blade', 'Palmate venation with at least 5 main veins']"
1347,Aphania senegalensis,leaf apex,Bert,PlantNet,Pedicels 1-2 mm.,None of the above,"['Leaf apex with wide corners', 'Leaf apex acuminate']"
1348,Terminalia schimperiana,fruit,Jacc,PlantNet,Flowering plant Blossom Sepal Perianth Petal Fruit 50% fruits fruiting fresh fruit,Can infer correct Entity,['Winged fruit']
1349,Khaya senegalensis,leaf base,Bert,PlantNet,"Leaves 15-60 cm or more, petiole and rachis cylindric, glabrous, leaflets 8-32, subopposite to alternate, apical 2 pairs opposite, petiolules 5-10 mm, leaflet blades basally on rachis ovate but apically on rachis oblong to elliptic, 7-17, 3-6 cm, abaxially greenish white, adaxially dark green, secondary veins 9-14 on each side of midvein and prominent on both surfaces when dry, base broadly cuneate to ± rounded, margin entire, apex mucronate to acuminate.",Can infer correct Value,['Leaf base attenuated']
1350,Ricinus communis,plant type,Jacc,PlantNet,Plant Spread: 1.5 to 4 feet.,None of the above,"['Shrub', 'Bush']"
1351,Croton macrostachyus,leaf margin,Bert,PlantNet,Brachlets greyish stellate-pubescent when young.,None of the above,"['Smooth leaf margin', 'Margin of toothed leaf']"
1352,Eugenia nigerina,leaf margin,Bert,PlantNet,"Style 3 to 3.5 mm long, stigma peltate, ± 1 mm wide.",None of the above,['Smooth leaf margin']
1353,Parinari curatellifolia,inflorescences,Jacc,PlantNet,Glands are usually present at the stalk of the leaf or the leaf base.,None of the above,"['Cyme of flowers or inflorescences', 'Panicle of flowers or inflorescences']"
1354,Euphorbia sudanica,flower shape,Bert,PlantNet,"Flowers: 2.5 x 5 mm, with cup-shaped involucres, glands transversely oblong, approx 1 x 2.8 mm, contiguous, yellowish green, lobes subcircular, a 1.5 mm.",Can infer correct Quality,['Apetal flower']
1355,Blighia sapida,flower shape,Bert,PlantNet,"The flowers are fragrant, small, white and produced in drooping pannicles.",Can infer correct Entity,['Five-petalled flower']
1356,Celtis integrifolia,flower shape,Bert,PlantNet,"Ovary pubescent, with 2 to 3-branched styles up to 5 mm long.",None of the above,"['Five-petalled flower', 'Apetal flower']"
1357,Acacia polyacantha ssp. campylacantha,flower shape,Bert,PlantNet,"Stipular spines are infra-in leaf-axils, 8-10 mm long, paired, straight or hooked, occasionally lacking on flowering branches.",None of the above,"['Five-petalled flower', 'Tubular flower']"
1358,Eucalyptus tereticornis,leaf blade,Bert,PlantNet,"Seeds cuboid to pyramidal, 1 to 2 mm",None of the above,"['lanceolate blade', 'elliptical blade']"
1359,Maerua angolensis,plant type,Jacc,PlantNet,"The tree size varies from medium to big, growing up to 10 to 20 m high.",Can infer correct Value,"['Tree', 'Shrub']"
1360,Cordia africana,vein,Bert,PlantNet,"The thin leaves are alternate, with a slightly toothed margin, shiny dark green above and paler green below.",Can infer correct Entity,"['Pinnate venation with secondary veins intersecting the edge of the leaf blade', 'Palmate venation with at least 5 main veins']"
1361,Aphania senegalensis,leaf apex,Bert,PlantNet,"Petals 5 or.sometimes 4, purplish red, broadly ovate, 4-5 x 3-3.5 mm, apex rounded or subtruncate, scales ciliate.",None of the above,"['Leaf apex with wide corners', 'Leaf apex acuminate']"
1362,Terminalia schimperiana,fruit,Jacc,PlantNet,"The fruit is a samara with a single wing 6 to 9 cm long, that turns brown with age.",Can infer correct Value,['Winged fruit']
1366,Khaya senegalensis,leaf base,Bert,PlantNet,"Petals 4, oblong to obovate, ca.",None of the above,['Leaf base attenuated']
1367,Ricinus communis,plant type,Jacc,PlantNet,Broadleaved Perennial Seed propagated Shrub Tree Woody.,Can infer correct Value,"['Shrub', 'Bush']"
1368,Croton macrostachyus,leaf margin,Bert,PlantNet,"Leaves alternate, simple, turning orange before falling, stipules linear, up to 15 mm long, soon falling, petiole up to 12 cm long, with 2 stalked glands at top, blade ovate-elliptical to almost circular, up to 17 cm, 14 cm, base cordate, apex acuminate, margins irregularly toothed, densely stellate hairy on both sides, whitish green beneath.",Can infer correct Quality,"['Smooth leaf margin', 'Margin of toothed leaf']"
1369,Eugenia nigerina,leaf margin,Bert,PlantNet,"Calyx-lobes 4 to 5, usually ciliolate, persistent.",None of the above,['Smooth leaf margin']
1370,Parinari curatellifolia,inflorescences,Jacc,PlantNet,Within the fruit is the seed which is encapsulated by means of a lid or operculum.,None of the above,"['Cyme of flowers or inflorescences', 'Panicle of flowers or inflorescences']"
1371,Euphorbia sudanica,flower shape,Bert,PlantNet,"Bracts rounded, approx 2.5 x 4 mm.",None of the above,['Apetal flower']
1372,Blighia sapida,flower shape,Bert,PlantNet,"Leaves, upper and lower surface.",None of the above,['Five-petalled flower']
1373,Celtis integrifolia,flower shape,Bert,PlantNet,"Ovary shortly pubescent with a ring of longer hairs at the base, styles.",None of the above,"['Five-petalled flower', 'Apetal flower']"
1374,Acacia polyacantha ssp. campylacantha,flower shape,Bert,PlantNet,"Growth Habit - Tree, Shrub.",None of the above,"['Five-petalled flower', 'Tubular flower']"
1375,Maerua angolensis,plant type,Jacc,PlantNet,M. angolensis is a tall tree that grows in tropical Africa and arid regions.,Can infer correct Value,"['Tree', 'Shrub']"
1376,Cordia africana,vein,Bert,PlantNet,"Leaves alternate or sometimes almost ternate, petiole 2.5 to 10.5 cm.",Can infer correct Entity,"['Pinnate venation with secondary veins intersecting the edge of the leaf blade', 'Palmate venation with at least 5 main veins']"
1377,Aphania senegalensis,leaf apex,Bert,PlantNet,"Petals 5, ovate, ciliolate but otherwise glabrous, each with an emarginate pilose scale at the base.",None of the above,"['Leaf apex with wide corners', 'Leaf apex acuminate']"
1378,Khaya senegalensis,leaf base,Bert,PlantNet,"The leaves are pinnate, with 4-6 pairs of leaflets, the terminal leaflet absent, each leaflet is 10 to 15 cm long abruptly rounded toward the apex but often with an acuminate tip.",Can infer correct Quality,['Leaf base attenuated']
1379,Ricinus communis,plant type,Jacc,PlantNet,"Main The castor bean plant is a tropical perennial shrub that originated in Africa, but is now cultivated in many tropical and subtropical regions around the world.",None of the above,"['Shrub', 'Bush']"
1380,Croton macrostachyus,leaf margin,Bert,PlantNet,Petioles 3 to 12 cm long.,None of the above,"['Smooth leaf margin', 'Margin of toothed leaf']"
1381,Eugenia nigerina,leaf margin,Bert,PlantNet,"Petals white, 3 to 4 mm long.",None of the above,['Smooth leaf margin']
1382,Parinari curatellifolia,inflorescences,Jacc,PlantNet,"The small, white, yellow or pink flowers are fragrant, growing from leaf axils in short, branched heads from midwinter to mid-spring.",Can infer correct Value,"['Cyme of flowers or inflorescences', 'Panicle of flowers or inflorescences']"
